SITE_URL,ASSET_URI,CURRENT_BID,CLOSING_DATE_UTC,VIN/SERIAL,YEAR,MAKE/BRAND,MODEL,LOCATION,MAP_URL,MILES,LOT#,CONDITION,INVENTORY_ID,SELLER,ASSET_CONTACT,EMAIL,PHONE,ITEM_LOCATION,ACCOUNT_TYPE,TITLE_RESTRICTION,KILOMETERS
http://govdeals.com,/asset/1340/433,438.75,2024-12-18T14:45:00Z,1FAHP2L88JG112605,2018,Ford,Taurus,"New Orleans, Louisiana, USA","http://maps.google.com/maps?q=29.99699,+-90.03009+(3800 Alvar St)","72,000.00 (Accurate?: Unknown)",433-1340,Scrap,APOL18049,,,,,"3800 Alvar St, , New Orleans, Louisiana, 70126-5504, USA",Government,Clean Title,
http://govdeals.com,/asset/221/22193,600.0,2024-12-18T14:45:00Z,1FAHP2MK8GG136793,2016,Ford,Taurus,"Saint Augustine, Florida, USA","http://maps.google.com/maps?q=29.940184,+-81.337633+(4015 Lewis Speedway)","80,485.00 (Accurate?: )",22193-221,Used/See Description,Fleet: 678,"St Johns County Sheriff's Office, FL",,,,"4015 Lewis Speedway, Saint Augustine, Florida, 32084-8611, USA",Government,,
http://govdeals.com,/asset/322/3758,160.0,2024-12-18T14:45:00Z,1FAFP52U12A149104,2002,Ford,Taurus,"Lebanon, Tennessee, USA","http://maps.google.com/maps?q=36.1944694519043,+-86.2734375+(1017 Sparta Pike)","252,630.00 (Accurate?: Yes)",3758-322,Used/See Description,24-006446,"Lebanon Police Department, TN",Sierra Luna,sierra.luna@lebanontn.org,+16154534328,"1017 Sparta Pike, , Lebanon, Tennessee, 37087, USA",Government,Yes: Court Documents Only,
http://govdeals.com,/asset/1705/8318,2585.0,2024-12-18T14:45:00Z,1FAHP2MK7FG194215,2015,Ford,Taurus,"Leesport, Pennsylvania, USA","http://maps.google.com/maps?q=40.383217,+-76.011053+(1238 County Welfare Rd)","53,085.00 (Accurate?: Yes)",8318-1705,Used/See Description,1768,"Berks County, PA",,,,"1238 County Welfare Rd, Leesport, Pennsylvania, 19533-9705, USA",Government,Clean Title,
http://govdeals.com,/asset/22593/2,52.0,2024-12-18T14:45:00Z,1FAHP2L83JG105996,2018,Ford,Taurus,"Nashville, Tennessee, USA","http://maps.google.com/maps?q=36.111561,+-86.691467+(1417 Murfreesboro Pike)","105,901.00 (Accurate?: )",2-22593,Used/See Description,8776AH,"Metropolitan Government of Nashville and Davidson County, TN",,,,"1417 Murfreesboro Pike, Nashville, Tennessee, 37217-3600, USA",Government,,
http://govdeals.com,/asset/37677/8445,1025.0,2024-12-18T14:45:00Z,1FAFP53206A147704,2006,Ford,Taurus,"Tumwater, Washington, USA","http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)","91,597.00 (Accurate?: Yes)",8445-37677,Used/See Description,24-3739,"State of Washington Surplus Operations, WA",,,,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",Government,Clean Title,
http://govdeals.com,/asset/15309/10337,1075.0,2024-12-18T14:45:00Z,1FAHP2MK3FG149479,2015,Ford,Taurus,"Columbus, Ohio, USA","http://maps.google.com/maps?q=39.95633,+-83.115778+(4200 Surface Rd)","141,813.00 (Accurate?: Yes)",10337-15309,Used/See Description,25V259153/B-23,"State of Ohio, OH",,,,"4200 Surface Rd, Columbus, Ohio, 43228-1313, USA",Government,Clean Title,
http://govdeals.com,/asset/733/9288,575.0,2024-12-18T14:45:00Z,1FAHP2MK8FG112962,2015,Ford,Taurus,"Cornwall, Ontario, CAN","http://maps.google.com/maps?q=45.015897,+-74.724046+(100 Water St E)",,9288-733,Used/See Description,24-S102,"Cornwall, ON",,,,"100 Water St E, Cornwall, Ontario, K6H 6G4, CAN",Government,,"96,195.00 (Accurate?: Unknown)"
http://govdeals.com,/asset/2989/7735,4000.0,2024-12-18T14:45:00Z,1FAHP2MK3GG128259,2016,Ford,Taurus Police Interceptor,"Salt Lake City, Utah, USA","http://maps.google.com/maps?q=40.764492,+-111.830017+(2110 East Stover Street)","101,740.00 (Accurate?: Yes)",7735-2989,Used/See Description,166270-1 V04929,"University of Utah, University Surplus and Salvage, UT",Michael Gordon,mike.gordon@utah.edu,+18012132760,"2110 East Stover Street, Salt Lake City, Utah, 84113-4500, USA",Government,Clean Title,
http://govdeals.com,/asset/44784/357,200.0,2024-12-18T14:45:00Z,1FAFP58U5XA288828,1999,Ford,Taurus Wagon,"Statesboro, Georgia, USA","http://maps.google.com/maps?q=32.410795,+-81.764918+(375 Lanier Dr)","140,896.00 (Accurate?: Unknown)",357-44784,Used/See Description,194113 NM,State of Georgia,Department of Administrative Services Surplus Property,publicsurplussales@doas.ga.gov,+14046578544,"375 Lanier Dr, Georgia Southern University, Statesboro, Georgia, 30458-1688, USA",Government,Clean Title,
http://govdeals.com,/asset/572/4553,70.0,2024-12-18T14:45:00Z,1FAHP2MK7HG130839,2017,Ford,Taurus,"Manchester, New Hampshire, USA","http://maps.google.com/maps?q=42.979996,+-71.451658+(480 Hayward St)","82,275.00 (Accurate?: Yes)",4553-572,Used/See Description,634 5 PD-1576,,,,,"480 Hayward St, , Manchester, New Hampshire, 03103-5006, USA",Government,,
http://govdeals.com,/asset/573/4553,10.0,2024-12-18T14:45:00Z,1FAHP2MK7JG137036,2018,Ford,Taurus,"Manchester, New Hampshire, USA","http://maps.google.com/maps?q=42.979996,+-71.451658+(480 Hayward St)","81,532.00 (Accurate?: Yes)",4553-573,Used/See Description,634 34 PD-1655,,,,,"480 Hayward St, , Manchester, New Hampshire, 03103-5006, USA",Government,,
http://govdeals.com,/asset/32265/685,500.0,2024-12-18T14:45:00Z,1FAFP522X1A237680,2001,Ford,Taurus,"Florence, South Carolina, USA","http://maps.google.com/maps?q=34.184088,+-79.754667+(714 E National Cemetery Rd)","218,780.00 (Accurate?: Yes)",685-32265,Used/See Description,256436006 (DDSN Pee Dee),,Kelly Ulmer,Kelly.Ulmer@admin.sc.gov,+18038966880,"714 E National Cemetery Rd, SCDDSN-Pee Dee Regional Center, Florence, South Carolina, 29506-3230, USA",Government,Clean Title,
http://govdeals.com,/asset/118/21880,1525.0,2024-12-18T14:45:00Z,1FAHP2L81DG123580,2013,Ford,Taurus,"Yakima, Washington, USA","http://maps.google.com/maps?q=46.599801,+-120.501607+(200 S 3rd St)","89,523.00 (Accurate?: Yes)",21880-118,Used/See Description,PD1213,"Yakima, WA",,,,"200 S 3rd St, Yakima, Washington, 98901-2830, USA",Government,Clean Title,
http://govdeals.com,/asset/1415/433,2685.8,2024-12-18T14:45:00Z,1FAHP2MK9FG149292,2015,Ford,Taurus,"New Orleans, Louisiana, USA","http://maps.google.com/maps?q=29.99699,+-90.03009+(3800 Alvar St)","90,000.00 (Accurate?: Unknown)",433-1415,Used/See Description,APOL15041,,,,,"3800 Alvar St, , New Orleans, Louisiana, 70126-5504, USA",Government,Clean Title,
http://govdeals.com,/asset/1417/433,2253.2,2024-12-18T14:45:00Z,1FAHP2MKXEG109270,2014,Ford,Taurus,"New Orleans, Louisiana, USA","http://maps.google.com/maps?q=29.99699,+-90.03009+(3800 Alvar St)","100,000.00 (Accurate?: Unknown)",433-1417,Used/See Description,APOL14010,,,,,"3800 Alvar St, , New Orleans, Louisiana, 70126-5504, USA",Government,Clean Title,
http://govdeals.com,/asset/225/21951,313.49,2024-12-18T14:45:00Z,1FAHP2MT2EG111877,2014,Ford,Taurus,"Winder, Georgia, USA","http://maps.google.com/maps?q=33.974816,+-83.654533+(1045 Atlanta Hwy SE)","132,003.00 (Accurate?: Yes)",21951-225,Used/See Description,6857,,,,,"1045 Atlanta Hwy SE, Winder, Georgia, 30680-4458, USA",Government,,
http://govdeals.com,/asset/204/21951,250.0,2024-12-18T14:45:00Z,1FAHP2MK7FG182033,2015,Ford,Taurus,"Winder, Georgia, USA","http://maps.google.com/maps?q=33.974816,+-83.654533+(1045 Atlanta Hwy SE)","98,542.00 (Accurate?: Yes)",21951-204,Used/See Description,7216,,,,,"1045 Atlanta Hwy SE, Winder, Georgia, 30680-4458, USA",Government,Yes: Salvage Title,
http://govdeals.com,/asset/240/12089,1875.0,2024-12-18T14:45:00Z,1FAHP2D96GG136966,2016,Ford,Taurus,"Darien, Illinois, USA","http://maps.google.com/maps?q=41.74439,+-87.985954+(1710 Plainfield Rd)","136,966.00 (Accurate?: Yes)",12089-240,Used/See Description,,"Darien Police Department, IL",,,,"1710 Plainfield Rd, Darien, Illinois, 60561, USA",Government,,
http://govdeals.com,/asset/247/7510,100.0,2024-12-18T14:45:00Z,1FAHP2M87DG188903,2013,Ford,Taurus,"Plainfield, New Jersey, USA","http://maps.google.com/maps?q=40.618854,+-74.418709+(200 E 4th St)",,7510-247,Used/See Description,63,,,,,"200 E 4th St, Plainfield, New Jersey, 07060-1851, USA",Government,,
http://govdeals.com,/asset/246/7510,310.0,2024-12-18T14:45:00Z,1FAHP2M83DG188901,2013,Ford,Taurus,"Plainfield, New Jersey, USA","http://maps.google.com/maps?q=40.618854,+-74.418709+(200 E 4th St)","122,635.00 (Accurate?: Yes)",7510-246,Used/See Description,61,,,,,"200 E 4th St, Plainfield, New Jersey, 07060-1851, USA",Government,,
http://govdeals.com,/asset/306/23691,10.0,2024-12-18T14:45:00Z,1FMDK02W98GA13891,2008,Ford,Taurus X,"Peach Bottom, Pennsylvania, USA","http://maps.google.com/maps?q=39.726859,+-76.154584+(2672 Robert Fulton Hwy)","168,372.00 (Accurate?: Yes)",23691-306,Used/See Description,Lancaster tow away,,,,,"2672 Robert Fulton Hwy, Peach Bottom, Pennsylvania, 17563-9749, USA",Commercial,Clean Title,
http://govdeals.com,/asset/3/27944,6500.0,2024-12-18T14:45:00Z,1FAHP2D98GG136967,2016,Ford,Taurus,"Vero Beach, Florida, USA","http://maps.google.com/maps?q=27.622068,+-80.388803+(1146 US Highway 1)","113,179.00 (Accurate?: )",27944-3,Used/See Description,,,,,,"1146 US Highway 1, Vero Beach, Florida, 32960-5769, USA",Commercial,,
http://govdeals.com,/asset/403/635,500.0,2024-12-18T14:45:00Z,1FAHP2MK8HG129960,2017,FORD,TAURUS POLICE INTERCEPTOR,"Waynesville, North Carolina, USA","http://maps.google.com/maps?q=35.471556,+-83.003814+(221 Hemlock St )","252,789.00 (Accurate?: Yes)",635-403,Used/See Description,,,,,,"221 Hemlock St , Haywood County Garage, Waynesville, North Carolina, 28786-1950, USA",Government,Clean Title,
http://govdeals.com,/asset/402/635,500.0,2024-12-18T14:45:00Z,1FAHP2MK7GG144805,2016,FORD,TAURUS POLICE INTERCEPTOR,"Waynesville, North Carolina, USA","http://maps.google.com/maps?q=35.471556,+-83.003814+(221 Hemlock St )","159,446.00 (Accurate?: Yes)",635-402,Used/See Description,,,,,,"221 Hemlock St , Haywood County Garage, Waynesville, North Carolina, 28786-1950, USA",Government,Clean Title,
http://govdeals.com,/asset/41/967,200.0,2024-12-18T14:45:00Z,1FAHP2MKXGG106596,2016,Ford,Taurus,"Isle Of Palms, South Carolina, USA","http://maps.google.com/maps?q=32.785857,+-79.789711+(30 J C Long Blvd)","159,156.00 (Accurate?: )",967-41,Used/See Description,509,,,,,"30 J C Long Blvd, Isle Of Palms, South Carolina, 29451-2282, USA",Government,,
http://govdeals.com,/asset/37824/8445,1050.0,2024-12-18T14:45:00Z,1FAHP2H89GG119774,2016,Ford,Taurus,"Tumwater, Washington, USA","http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)","101,556.00 (Accurate?: Yes)",8445-37824,Used/See Description,24-4414,"State of Washington Surplus Operations, WA",,,,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",Government,Clean Title,
http://govdeals.com,/asset/171/26468,400.0,2024-12-18T14:45:00Z,,2008,Ford,Taurus,"Sacramento, California, USA","http://maps.google.com/maps?f=q&hl=en&q=Call for Address Sacramento ,+Sacramento,+CA+95823","183,400.00 (Accurate?: Yes)",26468-171,Used/See Description,,,,,,"Call for Address Sacramento , Sacramento, California, 95823, USA",Commercial,Clean Title,
http://govdeals.com,/asset/15081/10337,1525.0,2024-12-18T14:45:00Z,1FAHP2MK3EG105609,2014,Ford,Taurus,"Columbus, Ohio, USA","http://maps.google.com/maps?q=39.95633,+-83.115778+(4200 Surface Rd)","113,787.00 (Accurate?: Yes)",10337-15081,Used/See Description,25V256467/C-26,"State of Ohio, OH",,,,"4200 Surface Rd, Columbus, Ohio, 43228-1313, USA",Government,Clean Title,
http://govdeals.com,/asset/470/4948,500.0,2024-12-18T14:45:00Z,1FAHP2MK5GG111947,2016,Ford,Taurus,"York, South Carolina, USA","http://maps.google.com/maps?q=34.9975,+-81.2074+(521 Complex Ln)",,4948-470,Used/See Description,V#274,,Kendyl Auten,kendyl.auten@yorkcountygov.com,+18038185385,"521 Complex Ln, York, South Carolina, 29745-7677, USA",Government,,
http://govdeals.com,/asset/676/4349,500.0,2024-12-18T14:45:00Z,1FAHP2M85DG110488,2013,Ford,Taurus,"Culpeper, Virginia, USA","http://maps.google.com/maps?q=38.463917,+-77.975983+(15048 Service Ln)","131,732.00 (Accurate?: Yes)",4349-676,Used/See Description,713/933,,Mike Hooser,mhooser@culpeperva.gov,+15407184983,"15048 Service Ln, Culpeper, Virginia, 22701, USA",Government,Clean Title,
http://govdeals.com,/asset/111/4108,1100.0,2024-12-18T14:45:00Z,1FAHP2MKXGG154938,2016,Ford,Taurus Police AWD,"Kirtland, Ohio, USA","http://maps.google.com/maps?q=41.616128,+-81.356358+(9301 Chillicothe Rd)","110,849.00 (Accurate?: No)",4108-111,Used/See Description,899,,,,,"9301 Chillicothe Rd, Kirtland, Ohio, 44094, USA",Government,Clean Title,
http://govdeals.com,/asset/15074/7167,25.0,2024-12-18T14:45:00Z,1FAHP2L87JG125619,2018,Ford,Taurus,"Doral, Florida, USA","http://maps.google.com/maps?q=25.826218,+-80.340668+(8801 NW 58th St)","109,413.00 (Accurate?: Yes)",7167-15074,Used/See Description,5755A,"Miami-Dade County, FL",,,,"8801 NW 58th St, Entrance Is on 87th Avenue, Doral, Florida, 33178-1603, USA",Government,,
http://govdeals.com,/asset/225/22193,1000.0,2024-12-18T14:45:00Z,1FAHP2MK6GG109995,2016,Ford,Taurus,"Saint Augustine, Florida, USA","http://maps.google.com/maps?q=29.956499099731445,+-81.50640106201172+(900 Law Enforcement Way)","92,419.00 (Accurate?: Yes)",22193-225,Used/See Description,FLEET,"St Johns County Sheriff's Office, FL",,,,"900 Law Enforcement Way, , Saint Augustine, Florida, 32092, USA",Government,Clean Title,
http://govdeals.com,/asset/13/23861,100.0,2024-12-18T14:45:00Z,1FAHP2MT2GG133641,2016,Ford,Taurus,"Center Conway, New Hampshire, USA","http://maps.google.com/maps?q=43.9954,+-71.06+(1634 E Main St)","104,778.00 (Accurate?: )",23861-13,Used/See Description,,"Conway, NH",,,,"1634 E Main St, Center Conway, New Hampshire, 03813-4117, USA",Government,Clean Title,
http://govdeals.com,/asset/59/6034,150.0,2024-12-18T14:45:00Z,1FAHP2M83DG124289,2013,Ford,Taurus,"Louisville, Kentucky, USA","http://maps.google.com/maps?q=38.20092,+-85.731685+(3340 Robin Rd)","114,474.00 (Accurate?: Yes)",6034-59,Used/See Description,24-289,,Mike Murdoch,mmurdoch@audubonparkky.gov,+15026375066,"3340 Robin Rd, Louisville, Kentucky, 40213-1336, USA",Government,Clean Title,
http://govdeals.com,/asset/224/22193,900.0,2024-12-18T14:45:00Z,1FAHP2MK9GG109974,2016,Ford,Taurus,"Saint Augustine, Florida, USA","http://maps.google.com/maps?q=29.956499099731445,+-81.50640106201172+(900 Law Enforcement Way)","82,209.00 (Accurate?: Yes)",22193-224,Used/See Description,FLEET,"St Johns County Sheriff's Office, FL",,,,"900 Law Enforcement Way, , Saint Augustine, Florida, 32092, USA",Government,Clean Title,
http://govdeals.com,/asset/37/27679,1200.0,2024-12-18T14:45:00Z,1FAHP2MT4DG227516,2013,Ford,Taurus,"Port Jeff Sta, New York, USA","http://maps.google.com/maps?f=q&hl=en&q=1575 NY-112,+Port Jeff Sta,+NY+11776","139,337.00 (Accurate?: Yes)",27679-37,Used/See Description,710252,,,,,"1575 NY-112, Port Jeff Sta, New York, 11776, USA",Commercial,Clean Title,
http://govdeals.com,/asset/1440/433,431.6,2024-12-18T14:45:00Z,1FAFP53U03A266964,2003,Ford,Taurus,"New Orleans, Louisiana, USA","http://maps.google.com/maps?q=29.99699,+-90.03009+(3800 Alvar St)","210,000.00 (Accurate?: Unknown)",433-1440,Used/See Description,FMC5000,,,,,"3800 Alvar St, , New Orleans, Louisiana, 70126-5504, USA",Government,Yes: No Title,
http://govdeals.com,/asset/32/8005,1000.0,2024-12-18T14:45:00Z,1FAHP2MK5EG124212,2014,Ford,Taurus,"Granville, Ohio, USA","http://maps.google.com/maps?q=40.059867,+-82.533265+(1552 Columbus Rd)","140,156.00 (Accurate?: Yes)",8005-32,Used/See Description,,"Granville Village, OH",,,,"1552 Columbus Rd, , Granville, Ohio, 43023-1230, USA",Government,Clean Title,
http://govdeals.com,/asset/155/14126,300.0,2024-12-18T14:45:00Z,1FAHP2MK1FG121499,2015,Ford,Taurus,"Danbury, North Carolina, USA","http://maps.google.com/maps?q=36.41211,+-80.214551+(1014 N Main St)","197,246.00 (Accurate?: Yes)",14126-155,Used/See Description,446,"Stokes County Government, NC",,,,"1014 N Main St, PO Box 20, Danbury, North Carolina, 27016-7418, USA",Government,Clean Title,
http://govdeals.com,/asset/226/22193,700.0,2024-12-18T14:45:00Z,1FAHP2MK1FG132017,2015,Ford,Taurus,"Saint Augustine, Florida, USA","http://maps.google.com/maps?q=29.956499099731445,+-81.50640106201172+(900 Law Enforcement Way)","101,055.00 (Accurate?: Yes)",22193-226,Used/See Description,FLEET,"St Johns County Sheriff's Office, FL",,,,"900 Law Enforcement Way, , Saint Augustine, Florida, 32092, USA",Government,Clean Title,
http://govdeals.com,/asset/154/14126,300.0,2024-12-18T14:45:00Z,1FAHP2MK7JG114324,2018,Ford,Taurus,"Danbury, North Carolina, USA","http://maps.google.com/maps?q=36.41211,+-80.214551+(1014 N Main St)","127,553.00 (Accurate?: Yes)",14126-154,Used/See Description,513,"Stokes County Government, NC",,,,"1014 N Main St, PO Box 20, Danbury, North Carolina, 27016-7418, USA",Government,Clean Title,
http://govdeals.com,/asset/14/23861,100.0,2024-12-18T14:45:00Z,1FAHP2MT1FG114898,2015,Ford,Taurus,"Center Conway, New Hampshire, USA","http://maps.google.com/maps?q=43.9954,+-71.06+(1634 E Main St)",,23861-14,Used/See Description,,"Conway, NH",,,,"1634 E Main St, Center Conway, New Hampshire, 03813-4117, USA",Government,Clean Title,
http://govdeals.com,/asset/3431/484,1800.0,2024-12-18T14:45:00Z,1FAHP2MK0FG133840,2015,Ford,Taurus,"Cedar Rapids, Iowa, USA","http://maps.google.com/maps?q=41.962741,+-91.675836+(500 15th Ave SW)","114,648.00 (Accurate?: Yes)",484-3431,Used/See Description,,"Cedar Rapids, IA",Jacob Schmitz,surplus@cedar-rapids.org,+13192865781,"500 15th Ave SW, Cedar Rapids, Iowa, 52404-2631, USA",Government,,
http://govdeals.com,/asset/156/14126,323.0,2024-12-18T14:45:00Z,1FAHP2D97DG152993,2013,Ford,Taurus,"Danbury, North Carolina, USA","http://maps.google.com/maps?q=36.41211,+-80.214551+(1014 N Main St)","150,573.00 (Accurate?: Yes)",14126-156,Used/See Description,524,"Stokes County Government, NC",,,,"1014 N Main St, PO Box 20, Danbury, North Carolina, 27016-7418, USA",Government,Clean Title,
http://govdeals.com,/asset/26/27209,9500.0,2024-12-18T14:45:00Z,1FAHP2H88HG111442,2017,Ford,Taurus,"Clarksville, Tennessee, USA","http://maps.google.com/maps?q=36.604598,+-87.425486+(2188 Fort Campbell Blvd)","115,007.00 (Accurate?: )",27209-26,Used/See Description,,,,,,"2188 Fort Campbell Blvd, Clarksville, Tennessee, 37042-7989, USA",Commercial,Clean Title,
http://govdeals.com,/asset/102/2640,500.0,2024-12-18T14:45:00Z,1FAHP2MT6DG150888,2013,Ford,Taurus,"Cleveland, Ohio, USA","http://maps.google.com/maps?q=41.43935,+-81.65113+(5480 Grant Ave)","118,652.00 (Accurate?: Yes)",2640-102,Used/See Description,,,David Sammons,servicedirector@cuyahogaheights.com,+12166413505,"5480 Grant Ave, , Cleveland, Ohio, 44125-1074, USA",Government,,
http://govdeals.com,/asset/44911/357,443.49,2024-12-18T14:45:00Z,1FAFP58U72A228297,2002,Ford,Taurus Wagon,"Athens, Georgia, USA","http://maps.google.com/maps?q=33.930793,+-83.364622+(205 Riverbend Rd)","44,101.00 (Accurate?: Unknown)",357-44911,Used/See Description,194750 AJ,State of Georgia,Department of Administrative Services Surplus Property,publicsurplussales@doas.ga.gov,+14046578544,"205 Riverbend Rd, University of Georgia - Automotive Center, Athens, Georgia, 30602-1515, USA",Government,Clean Title,
http://govdeals.com,/asset/1442/26446,500.0,2024-12-18T14:45:00Z,1FAHP2MT4FG146390,2015,Ford,Taurus,"Salt Point, New York, USA","http://maps.google.com/maps?f=q&hl=en&q=2541 US 44,+Salt Point,+NY+12578","139,425.00 (Accurate?: Unknown)",26446-1442,Used/See Description,150462,,,,,"2541 US 44, Salt Point, New York, 12578, USA",Government,Clean Title,
http://govdeals.com,/asset/216/313,1000.0,2024-12-18T14:45:00Z,1FAHP2MK5HG102859,2017,Ford,Taurus,"Athens, Tennessee, USA","http://maps.google.com/maps?q=35.450943,+-84.598014+(815 North Jackson Street)","113,719.00 (Accurate?: Yes)",313-216,Used/See Description,,"Athens, TN",Rodney Peeler,rpeeler@athenstn.gov,+14237442777,"815 North Jackson Street, Athens, Tennessee, 37303-2652, USA",Government,Clean Title,
http://govdeals.com,/asset/406/635,825.0,2024-12-18T14:45:00Z,1FAHP2MK7GG144805,2016,FORD,TAURUS POLICE INTERCEPTOR,"Waynesville, North Carolina, USA","http://maps.google.com/maps?q=35.471556,+-83.003814+(221 Hemlock St )","159,446.00 (Accurate?: Yes)",635-406,Used/See Description,,,,,,"221 Hemlock St , Haywood County Garage, Waynesville, North Carolina, 28786-1950, USA",Government,Clean Title,
http://govdeals.com,/asset/10352/2381,300.0,2024-12-18T14:45:00Z,1FAFP52U23G165794,2003,Ford,Taurus,"El Paso, Texas, USA","http://maps.google.com/maps?q=31.742275,+-106.343621+(7969 San Paulo Dr)","92,223.00 (Accurate?: Unknown)",2381-10352,Used/See Description,03024,,,,,"7969 San Paulo Dr, , El Paso, Texas, 79907-1246, USA",Government,Clean Title,
http://govdeals.com,/asset/149/5733,10.0,2024-12-18T14:45:00Z,1FAHP2MKXKG106445,2019,Ford,Taurus,"Waterford, Connecticut, USA","http://maps.google.com/maps?q=41.341924,+-72.133404+(15 Rope Ferry Rd)","130,049.00 (Accurate?: Yes)",5733-149,Used/See Description,101656,"Waterford, CT",,,,"15 Rope Ferry Rd, Waterford, Connecticut, 06385-2806, USA",Government,Clean Title,
http://govdeals.com,/asset/393/1880,210.0,2024-12-18T14:45:00Z,1FAHP2MKXKG102895,2019,Ford,Taurus,"Lynchburg, Virginia, USA","http://maps.google.com/maps?q=37.40901565551758,+-79.15921020507812+(1700 Memorial Ave)","142,860.00 (Accurate?: Yes)",1880-393,Used/See Description,3604,,,,,"1700 Memorial Ave, Fleet Services (green & brown building at 1650 Memorial Ave), Lynchburg, Virginia, 24501, USA",Government,Clean Title,
http://govdeals.com,/asset/422/1880,310.0,2024-12-18T14:45:00Z,1FAHP2MK6HG145669,2017,Ford,Taurus,"Lynchburg, Virginia, USA","http://maps.google.com/maps?q=37.40901565551758,+-79.15921020507812+(1700 Memorial Ave)","106,778.00 (Accurate?: Yes)",1880-422,Used/See Description,3560,,,,,"1700 Memorial Ave, Fleet Services (green & brown building at 1650 Memorial Ave), Lynchburg, Virginia, 24501, USA",Government,Clean Title,
http://govdeals.com,/asset/7/27551,600.0,2024-12-18T14:45:00Z,1FAHP2M84DG148519,2013,Ford,Taurus,"Steubenville, Ohio, USA","http://maps.google.com/maps?q=40.361587,+-80.61602+(153 N 5th St)","100,000.00 (Accurate?: )",27551-7,Used/See Description,security car black,"Jefferson Metropolitan Housing Authority, OH",,,,"153 N 5th St, Steubenville, Ohio, 43952-2175, USA",Government,,
http://govdeals.com,/asset/45/23566,1600.0,2024-12-18T14:45:00Z,1FAHP2E81DG105089,2013,Ford,Taurus,"Sugar Land, Texas, USA","http://maps.google.com/maps?q=29.668366,+-95.623955+(10110 Belknap Rd)","130,600.00 (Accurate?: Yes)",23566-45,Used/See Description,,,,,,"10110 Belknap Rd, Sugar Land, Texas, 77498-1110, USA",Commercial,Yes: Salvage Title,
http://govdeals.com,/asset/5609/1877,539.14,2024-12-18T14:45:00Z,1FAFP52234A152393,2004,FORD,TAURUS,"Virginia Beach, Virginia, USA","http://maps.google.com/maps?q=36.746321,+-76.041241+(2633 Leroy Rd)","78,480.00 (Accurate?: Yes)",1877-5609,Used/See Description,Sale #10 - Inv. #146183,"Virginia Beach, VA",,,,"2633 Leroy Rd, Virginia Beach, Virginia, 23456-3596, USA",Government,,
http://govdeals.com,/asset/5611/1877,310.0,2024-12-18T14:45:00Z,1FAFP52294A152396,2004,FORD,TAURUS,"Virginia Beach, Virginia, USA","http://maps.google.com/maps?q=36.746321,+-76.041241+(2633 Leroy Rd)","91,103.00 (Accurate?: Yes)",1877-5611,Used/See Description,Sale #12 - Inv. #146182,"Virginia Beach, VA",,,,"2633 Leroy Rd, Virginia Beach, Virginia, 23456-3596, USA",Government,,
http://govdeals.com,/asset/34/26041,211.0,2024-12-18T14:45:00Z,1FAHP2MK1EG107245,2014,Ford,Taurus,"Everett, Massachusetts, USA","http://maps.google.com/maps?f=q&hl=en&q=484 Broadway,+Everett,+MA+02149",,26041-34,Used/See Description,,"Everett, MA",,,,"484 Broadway, , Everett, Massachusetts, 02149, USA",Government,Clean Title,
http://govdeals.com,/asset/14/26041,211.0,2024-12-18T14:45:00Z,1FAHP2MKXEG107244,2014,Ford,Taurus,"Everett, Massachusetts, USA","http://maps.google.com/maps?f=q&hl=en&q=484 Broadway,+Everett,+MA+02149",,26041-14,Used/See Description,S-2,"Everett, MA",,,,"484 Broadway, , Everett, Massachusetts, 02149, USA",Government,Clean Title,
http://govdeals.com,/asset/66/22202,10.0,2024-12-18T14:45:00Z,1FAHP2DW9AG104011,2010,Ford,Taurus,"Somerville, Massachusetts, USA","http://maps.google.com/maps?q=42.386724,+-71.096238+(93 Highland Ave)",,22202-66,Used/See Description,4NX920,"Somerville, MA",,,,"93 Highland Ave, Somerville, Massachusetts, 02143-1740, USA",Government,Yes: No Title,
http://govdeals.com,/asset/409/61,335.0,2024-12-18T14:45:00Z,1FAHP2MK2FG159775,2015,Ford,Taurus,"Bunnell, Florida, USA","http://maps.google.com/maps?q=29.493096,+-81.290307+(1001 Justice Ln)","137,146.00 (Accurate?: Yes)",61-409,Used/See Description,5676,,,,,"1001 Justice Ln, Bunnell, Florida, 32110-4434, USA",Government,Clean Title,
http://govdeals.com,/asset/408/61,160.0,2024-12-18T14:45:00Z,1FAHP2MK9FG159787,2015,Ford,Taurus,"Bunnell, Florida, USA","http://maps.google.com/maps?q=29.493096,+-81.290307+(1001 Justice Ln)","139,107.00 (Accurate?: Yes)",61-408,Used/See Description,5669,,,,,"1001 Justice Ln, Bunnell, Florida, 32110-4434, USA",Government,Clean Title,
http://govdeals.com,/asset/352/21951,250.0,2024-12-18T14:45:00Z,1FAHP2MK2GG123327,2016,Ford,Taurus,"Winder, Georgia, USA","http://maps.google.com/maps?q=33.974816,+-83.654533+(1045 Atlanta Hwy SE)","76,855.00 (Accurate?: Yes)",21951-352,Used/See Description,7618,,,,,"1045 Atlanta Hwy SE, Winder, Georgia, 30680-4458, USA",Government,Yes: Salvage Title,
